,molecule_chembl_id,canonical_smiles,pIC50,fp
189,CHEMBL1956468,COc1nc2nc(C)cc(Nc3cccc(Cl)c3)n2n1,6.301029995663981,[0 0 0 ... 0 0 0]
190,CHEMBL1956467,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(S(C)(=O)=O)nc2n1,6.958607314841775,[0 0 0 ... 0 0 0]
191,CHEMBL1956466,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(S(C)(=O)=O)nc2n1,7.045757490560675,[0 0 0 ... 0 0 0]
192,CHEMBL1956305,Cc1cc(Nc2cccc(Cl)c2)n2nc(S(C)(=O)=O)nc2n1,6.795880017344075,[0 0 0 ... 0 0 0]
193,CHEMBL1956304,Cc1cc(Nc2ccc(Cl)cc2)n2nc(S(C)(=O)=O)nc2n1,7.346787486224656,[0 0 0 ... 0 0 0]
194,CHEMBL1956303,CSc1nc2nc(C)cc(Nc3ccc(S(F)(F)(F)(F)F)cc3)n2n1,7.522878745280337,[0 0 0 ... 0 0 0]
195,CHEMBL1956302,CSc1nc2nc(C)cc(Nc3ccc(C(F)(F)F)cc3)n2n1,7.443697499232712,[0 0 0 ... 0 0 0]
196,CHEMBL1956301,CSc1nc2nc(C)cc(Nc3cccc(Cl)c3)n2n1,7.585026652029182,[0 0 0 ... 0 0 0]
197,CHEMBL1956300,CSc1nc2nc(C)cc(Nc3ccc(Cl)cc3)n2n1,7.522878745280337,[0 0 0 ... 0 0 0]
198,CHEMBL1956299,COCCc1nc2nc(C)cc(Nc3ccc(S(F)(F)(F)(F)F)cc3)n2n1,5.6020599913279625,[1 0 0 ... 0 0 0]
199,CHEMBL1956298,COCCc1nc2nc(C)cc(Nc3ccc(C(F)(F)F)cc3)n2n1,5.6020599913279625,[1 0 0 ... 0 0 0]
200,CHEMBL1956297,COCCc1nc2nc(C)cc(Nc3cccc(Cl)c3)n2n1,5.0,[1 0 0 ... 0 0 0]
201,CHEMBL1956296,COCCc1nc2nc(C)cc(Nc3ccc(Cl)cc3)n2n1,5.0,[1 0 0 ... 0 0 0]
202,CHEMBL1956295,COCc1nc2nc(C)cc(Nc3ccc(S(F)(F)(F)(F)F)cc3)n2n1,6.4089353929735005,[0 0 0 ... 0 0 0]
203,CHEMBL1956294,COCc1nc2nc(C)cc(Nc3ccc(C(F)(F)F)cc3)n2n1,6.3872161432802645,[0 0 0 ... 0 0 0]
204,CHEMBL1956293,COCc1nc2nc(C)cc(Nc3cccc(Cl)c3)n2n1,5.769551078621726,[0 0 0 ... 0 0 0]
205,CHEMBL1956292,COCc1nc2nc(C)cc(Nc3ccc(Cl)cc3)n2n1,5.657577319177793,[0 0 0 ... 0 0 0]
206,CHEMBL1956291,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(F)(F)F)nc2n1,7.522878745280337,[0 0 0 ... 0 0 0]
207,CHEMBL1956290,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(C(F)(F)F)nc2n1,7.455931955649724,[0 0 0 ... 0 0 0]
208,CHEMBL1956289,CCC(F)(F)c1nc2nc(C)cc(Nc3ccc(S(F)(F)(F)(F)F)cc3)n2n1,7.1249387366083,[1 0 0 ... 0 0 0]
209,CHEMBL1956288,CCC(F)(F)c1nc2nc(C)cc(Nc3ccc(C(F)(F)F)cc3)n2n1,7.721246399047171,[1 0 0 ... 0 0 0]
210,CHEMBL1956287,CCC(F)(F)c1nc2nc(C)cc(Nc3cccc(Cl)c3)n2n1,7.522878745280337,[1 0 0 ... 0 0 0]
211,CHEMBL1956286,CCC(F)(F)c1nc2nc(C)cc(Nc3ccc(Cl)cc3)n2n1,7.468521082957745,[1 0 0 ... 0 0 0]
212,CHEMBL1956285,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1,7.481486060122112,[0 0 0 ... 0 0 0]
213,CHEMBL1738786,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1,7.42021640338319,[0 0 0 ... 0 0 0]
214,CHEMBL1956284,Cc1cc(Nc2cccc(Cl)c2)n2nc(C(C)(F)F)nc2n1,7.267606240177032,[0 0 0 ... 0 0 0]
215,CHEMBL1956283,Cc1cc(Nc2ccc(Cl)cc2)n2nc(C(C)(F)F)nc2n1,7.42021640338319,[0 0 0 ... 0 0 0]
216,CHEMBL1956282,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(CC3CC3)nc2n1,5.2441251443275085,[0 0 0 ... 0 0 0]
217,CHEMBL1956281,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(CC3CC3)nc2n1,5.769551078621726,[0 0 0 ... 0 0 0]
218,CHEMBL1955870,Cc1cc(Nc2cccc(Cl)c2)n2nc(CC3CC3)nc2n1,5.0,[0 0 0 ... 0 0 0]
219,CHEMBL1956280,Cc1cc(Nc2ccc(Cl)cc2)n2nc(CC3CC3)nc2n1,4.920818753952375,[0 0 0 ... 0 0 0]
220,CHEMBL1956279,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C3CC3)nc2n1,7.031517051446065,[1 1 0 ... 0 0 0]
221,CHEMBL1956278,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(C3CC3)nc2n1,6.853871964321762,[1 1 0 ... 0 0 0]
222,CHEMBL1956277,Cc1cc(Nc2cccc(Cl)c2)n2nc(C3CC3)nc2n1,6.086186147616283,[1 1 0 ... 0 0 0]
223,CHEMBL1956276,Cc1cc(Nc2ccc(Cl)cc2)n2nc(C3CC3)nc2n1,6.055517327849832,[1 1 0 ... 0 0 0]
224,CHEMBL1956275,CCC(C)c1nc2nc(C)cc(Nc3ccc(S(F)(F)(F)(F)F)cc3)n2n1,6.481486060122113,[1 0 0 ... 0 0 0]
225,CHEMBL1956274,CCC(C)c1nc2nc(C)cc(Nc3ccc(C(F)(F)F)cc3)n2n1,6.42021640338319,[1 0 0 ... 0 0 0]
226,CHEMBL1956273,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)(C)C)nc2n1,6.259637310505756,[0 0 0 ... 0 0 0]
227,CHEMBL1956272,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(C(C)(C)C)nc2n1,6.337242168318426,[0 0 0 ... 0 0 0]
228,CHEMBL1956271,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(CC(C)C)nc2n1,5.0,[0 0 0 ... 0 0 0]
229,CHEMBL1956270,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(CC(C)C)nc2n1,5.698970004336019,[0 0 0 ... 0 0 0]
230,CHEMBL1956261,Cc1cc(Nc2cccc(Cl)c2)n2nc(CC(C)C)nc2n1,5.0,[0 0 0 ... 0 0 0]
231,CHEMBL1956260,Cc1cc(Nc2ccc(Cl)cc2)n2nc(CC(C)C)nc2n1,5.0,[0 0 0 ... 0 0 0]
232,CHEMBL1956269,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)C)nc2n1,7.0,[0 0 0 ... 0 0 0]
233,CHEMBL1956268,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(C(C)C)nc2n1,6.958607314841775,[0 0 0 ... 0 0 0]
234,CHEMBL1956267,Cc1cc(Nc2cccc(Cl)c2)n2nc(C(C)C)nc2n1,6.920818753952375,[0 0 0 ... 0 0 0]
235,CHEMBL1956266,Cc1cc(Nc2ccc(Cl)cc2)n2nc(C(C)C)nc2n1,6.481486060122113,[0 0 0 ... 0 0 0]
236,CHEMBL1956265,CCc1nc2nc(C)cc(Nc3ccc(S(F)(F)(F)(F)F)cc3)n2n1,6.823908740944319,[0 0 0 ... 0 0 0]
237,CHEMBL1956264,CCc1nc2nc(C)cc(Nc3ccc(C(F)(F)F)cc3)n2n1,7.060480747381382,[0 0 0 ... 0 0 0]
238,CHEMBL1956263,CCc1nc2nc(C)cc(Nc3cccc(Cl)c3)n2n1,6.619788758288394,[0 0 0 ... 0 0 0]
239,CHEMBL1956262,CCc1nc2nc(C)cc(Nc3ccc(Cl)cc3)n2n1,6.552841968657781,[0 0 0 ... 0 0 0]
240,CHEMBL2012819,NC(=O)c1ccc(-n2cnc3ccccc32)s1,4.522878745280337,[0 0 0 ... 0 0 0]
241,CHEMBL2012820,CNC(=O)c1ccc(-n2cnc3ccccc32)s1,5.966576244513051,[0 0 0 ... 0 0 0]
242,CHEMBL2012821,CCNC(=O)c1ccc(-n2cnc3ccccc32)s1,6.853871964321762,[0 0 0 ... 0 0 0]
243,CHEMBL2012822,CCCNC(=O)c1ccc(-n2cnc3ccccc32)s1,6.154901959985743,[1 0 0 ... 0 0 0]
244,CHEMBL2012823,CC(C)NC(=O)c1ccc(-n2cnc3ccccc32)s1,6.167491087293763,[0 0 0 ... 0 0 0]
245,CHEMBL2012824,O=C(NC1CC1)c1ccc(-n2cnc3ccccc32)s1,7.221848749616356,[1 1 0 ... 0 0 0]
246,CHEMBL2012825,O=C(NC1CCC1)c1ccc(-n2cnc3ccccc32)s1,6.376750709602099,[1 1 0 ... 0 0 0]
247,CHEMBL2012826,CCCCNC(=O)c1ccc(-n2cnc3ccccc32)s1,4.543633966870957,[1 1 0 ... 0 0 0]
248,CHEMBL2012827,O=C(NC1CCCC1)c1ccc(-n2cnc3ccccc32)s1,5.600326278518962,[1 1 1 ... 0 0 0]
249,CHEMBL2012828,CN(C)C(=O)c1ccc(-n2cnc3ccccc32)s1,4.522878745280337,[0 0 0 ... 0 0 0]
250,CHEMBL2012829,Cc1nc2ccccc2n1-c1ccc(C(=O)NC2CC2)s1,7.096910013008056,[1 1 0 ... 0 0 0]
251,CHEMBL2012830,CCc1nc2ccccc2n1-c1ccc(C(=O)NC2CC2)s1,6.958607314841775,[1 1 0 ... 0 0 0]
252,CHEMBL2012831,CCCc1nc2ccccc2n1-c1ccc(C(=O)NC2CC2)s1,6.7447274948966935,[1 1 1 ... 0 0 0]
253,CHEMBL2012940,O=C(NC1CC1)c1ccc(-n2c(=O)[nH]c3ccccc32)s1,4.522878745280337,[1 1 0 ... 0 0 0]
254,CHEMBL2012941,O=C(NC1CC1)c1ccc(-n2c(C(F)(F)F)nc3ccccc32)s1,6.2441251443275085,[1 1 0 ... 1 0 0]
255,CHEMBL2012942,CN(C)c1nc2ccccc2n1-c1ccc(C(=O)NC2CC2)s1,5.251811972993799,[1 1 0 ... 0 0 0]
256,CHEMBL2012943,Cc1cccc2c1nc(C)n2-c1ccc(C(=O)NC2CC2)s1,7.4089353929735005,[1 1 0 ... 0 0 0]
257,CHEMBL2012944,Cc1ccc2c(c1)nc(C)n2-c1ccc(C(=O)NC2CC2)s1,7.251811972993799,[1 1 0 ... 0 0 0]
258,CHEMBL2012945,Cc1ccc2nc(C)n(-c3ccc(C(=O)NC4CC4)s3)c2c1,7.251811972993799,[1 1 0 ... 0 0 0]
259,CHEMBL2012946,Cc1cccc2nc(C)n(-c3ccc(C(=O)NC4CC4)s3)c12,6.215382707367125,[1 1 0 ... 0 0 0]
260,CHEMBL1234899,Cc1nc2cc(OC(F)(F)F)ccc2n1-c1ccc(C(=O)NC2CC2)s1,7.657577319177793,[1 1 0 ... 0 0 0]
261,CHEMBL2012947,Cc1nc2ccc(OC(F)(F)F)cc2n1-c1ccc(C(=O)NC2CC2)s1,7.2839966563652,[1 1 0 ... 0 0 0]
262,CHEMBL2012948,Cc1nc2cc(C(F)(F)F)ccc2n1-c1ccc(C(=O)NC2CC2)s1,7.552841968657781,[1 1 0 ... 0 0 0]
263,CHEMBL2012949,Cc1nc2ccc(C(F)(F)F)cc2n1-c1ccc(C(=O)NC2CC2)s1,7.036212172654444,[1 1 0 ... 0 0 0]
264,CHEMBL2012950,COc1cccc2c1nc(C)n2-c1ccc(C(=O)NC2CC2)s1,6.790484985457369,[1 1 0 ... 0 0 0]
265,CHEMBL2012951,Cc1nc2c(OC(F)F)cccc2n1-c1ccc(C(=O)NC2CC2)s1,7.356547323513812,[1 1 0 ... 0 0 0]
266,CHEMBL2012952,Cc1nc2c(OCCF)cccc2n1-c1ccc(C(=O)NC2CC2)s1,7.552841968657781,[1 1 0 ... 0 0 0]
267,CHEMBL2012953,Cc1nc2c(F)cccc2n1-c1ccc(C(=O)NC2CC2)s1,7.468521082957745,[1 1 0 ... 0 0 0]
268,CHEMBL2012954,Cc1nc2ccc(F)cc2n1-c1ccc(C(=O)NC2CC2)s1,6.954677021213342,[1 1 0 ... 0 0 0]
269,CHEMBL2012955,Cc1nc2c(Cl)cccc2n1-c1ccc(C(=O)NC2CC2)s1,7.67778070526608,[1 1 0 ... 0 0 0]
270,CHEMBL2012956,Cc1nc2cc(Cl)ccc2n1-c1ccc(C(=O)NC2CC2)s1,7.309803919971486,[1 1 0 ... 0 0 0]
271,CHEMBL2012957,Cc1nc2c(Br)cccc2n1-c1ccc(C(=O)NC2CC2)s1,7.67778070526608,[1 1 0 ... 0 0 0]
272,CHEMBL2012958,Cc1nc2c(C#N)cccc2n1-c1ccc(C(=O)NC2CC2)s1,7.397940008672037,[1 1 0 ... 0 0 0]
273,CHEMBL2012959,Cc1nc2c(N(C)C)cccc2n1-c1ccc(C(=O)NC2CC2)s1,6.742321425130816,[1 1 0 ... 0 0 0]
274,CHEMBL2012960,Cc1cc(F)c2nc(C)n(-c3ccc(C(=O)NC4CC4)s3)c2c1,7.494850021680094,[1 1 0 ... 0 0 0]
275,CHEMBL2012961,Cc1cc(F)c2ncn(-c3ccc(C(=O)NC4CC4)s3)c2c1,7.769551078621726,[1 1 0 ... 0 0 0]
276,CHEMBL2012962,Cc1nc2c(Cl)cc(F)cc2n1-c1ccc(C(=O)NC2CC2)s1,7.602059991327962,[1 1 0 ... 1 0 0]
277,CHEMBL2012963,O=C(NC1CC1)c1ccc(-n2cnc3c(Cl)cc(F)cc32)s1,7.455931955649724,[1 1 0 ... 1 0 0]
278,CHEMBL2012964,Cc1cc(F)c2c(c1)ncn2-c1ccc(C(=O)NC2CC2)s1,7.022276394711152,[1 1 0 ... 0 0 0]
279,CHEMBL2012965,O=C(NC1CC1)c1ccc(-n2cnc3cc(C(F)(F)F)ccc32)s1,7.721246399047171,[1 1 0 ... 0 0 0]
280,CHEMBL2012966,O=C(NC1CC1)c1ccc(-n2cnc3c(F)cccc32)s1,7.207608310501746,[1 1 0 ... 0 0 0]
281,CHEMBL2047243,Nc1nc2c(c(Nc3ccccc3)n1)-c1ccccc1C2,3.6989700043360183,[1 1 0 ... 0 0 0]
282,CHEMBL2047246,Nc1nc2c(c(Nc3cccc(F)c3)n1)-c1ccccc1C2,3.6989700043360183,[1 1 0 ... 0 0 0]
283,CHEMBL2047247,Nc1nc2c(c(Nc3ccc(Cl)cc3)n1)-c1ccccc1C2,3.6989700043360183,[1 1 0 ... 0 0 0]
284,CHEMBL2047248,Nc1nc2c(c(Nc3cccc(Br)c3)n1)-c1ccccc1C2,3.6989700043360183,[1 1 0 ... 0 0 0]
285,CHEMBL2047251,COc1cccc(Nc2nc(N)nc3c2-c2ccccc2C3)c1,3.6989700043360183,[1 1 0 ... 0 0 0]
286,CHEMBL2047253,Nc1nc2c(c(Nc3ccc(Cl)cc3F)n1)-c1ccccc1C2,3.6989700043360183,[1 0 0 ... 0 0 0]
287,CHEMBL2172226,Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2ccnc2n1,7.113509274827518,[0 0 0 ... 0 0 0]
288,CHEMBL2172229,Cc1nc(Nc2n[nH]cc2C#N)c2nc[nH]c2n1,4.0,[0 0 0 ... 0 0 0]
289,CHEMBL2172228,Cc1nc(Nc2ccc3ncccc3c2)c2nc[nH]c2n1,4.6020599913279625,[0 0 0 ... 0 0 0]
290,CHEMBL2172227,Cc1nc(Nc2cnc3ccccc3c2)c2nc[nH]c2n1,4.568636235841013,[0 0 0 ... 0 0 0]
291,CHEMBL2172230,Cc1nc(Nc2ccc3cc4ccccc4cc3c2)c2nc[nH]c2n1,5.318758762624412,[0 0 0 ... 0 0 0]
292,CHEMBL2172231,Cc1cc(Nc2ccc3ccccc3c2)c2nncn2n1,4.301029995663981,[0 0 0 ... 0 0 0]
293,CHEMBL2172232,Cc1nc(Nc2ccc3ccccc3c2)c2cn[nH]c2n1,4.0,[0 0 0 ... 0 0 0]
294,CHEMBL2172233,Cc1nc(Nc2ccc3ccccc3c2)c2nc[nH]c2n1,6.356547323513812,[0 0 0 ... 0 0 0]
295,CHEMBL2172234,Cc1cc(Nc2ccc3ccccc3c2)n2nccc2n1,6.3979400086720375,[0 0 0 ... 0 0 0]
296,CHEMBL2172235,Cc1cc(Nc2ccc3ccccc3c2)n2ncnc2c1,5.318758762624412,[0 0 0 ... 0 0 0]
297,CHEMBL2172236,Cc1cc(Nc2ccc3ccccc3c2)n2ccnc2n1,6.823908740944319,[0 0 0 ... 0 0 0]
298,CHEMBL2172237,Cc1cc(NC(=O)c2ccc(C(F)(F)F)cc2)n2ncnc2n1,4.0,[0 0 0 ... 0 0 0]
299,CHEMBL2172238,Cc1cc(NC(=O)c2ccccc2)n2ncnc2n1,4.0,[0 0 0 ... 0 0 0]
300,CHEMBL2170881,CCOC(=O)c1c(-c2ccc3c(c2)OCO3)[nH]c2cc(OC)c(F)cc2c1=O,4.522878745280337,[1 1 0 ... 0 0 0]
301,CHEMBL2170884,CCOC(=O)c1c(-c2cccc(Oc3ccccc3)c2)[nH]c2cc(OC)c(F)cc2c1=O,4.522878745280337,[1 1 0 ... 0 0 0]
302,CHEMBL2170887,CCOC(=O)c1c(-c2cccc(Cl)c2)[nH]c2cc(OC)c(F)cc2c1=O,4.522878745280337,[1 1 0 ... 0 0 0]
303,CHEMBL1093727,CCOC(=O)c1c(-c2cccc(F)c2)[nH]c2cc(OC)ccc2c1=O,4.522878745280337,[1 1 0 ... 0 0 0]
304,CHEMBL973,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,4.9434762759209,[0 0 0 ... 0 0 0]
305,CHEMBL222556,O=c1cc(-c2ccc(O)c(O)c2)oc2ccccc12,5.023191662661934,[0 0 0 ... 0 0 0]
306,CHEMBL2178109,O=C(Nc1nc2ccccc2s1)c1ccc(Cl)cc1Cl,5.330683119433888,[0 0 0 ... 1 0 0]
307,CHEMBL2178105,O=C(Nc1nc2ccccc2s1)c1cccc(C(Cl)(Cl)Cl)c1,5.714442690992226,[0 0 0 ... 0 0 0]
308,CHEMBL2178108,CC(=O)c1sc(Nc2ccc(C)c(Cl)c2)nc1C,6.119186407719209,[0 0 0 ... 0 0 0]
309,CHEMBL2178512,Cc1cc(NCc2ccccc2)n2nc(SCc3ccccc3)nc2n1,4.0,[1 0 0 ... 0 0 0]
310,CHEMBL2178511,Cc1cc(N)n2nc(SCc3ccc(Cl)c(Cl)c3)nc2n1,4.0,[1 0 0 ... 0 0 0]
311,CHEMBL2177862,Cc1cc(N)n2nc(SCc3ccccc3)nc2n1,4.0,[1 0 0 ... 0 0 0]
312,CHEMBL2177861,CCc1cc(O)n2nc(SCc3cc(Cl)ccc3Cl)nc2n1,4.0,[1 0 0 ... 0 0 0]
313,CHEMBL2177860,CCc1cc(O)n2nc(SCc3ccc(Cl)cc3)nc2n1,4.0,[1 0 0 ... 0 0 0]
314,CHEMBL2177859,Cc1cc(C)cc(CSc2nc3nc(C)cc(O)n3n2)c1,4.721246399047171,[1 0 0 ... 0 0 0]
315,CHEMBL2177858,Cc1cc(O)n2nc(SCc3cc(Cl)ccc3Cl)nc2n1,4.958607314841775,[1 0 0 ... 0 0 0]
316,CHEMBL2177857,Cc1cc(O)n2nc(SCc3c(Cl)cccc3Cl)nc2n1,5.455931955649724,[1 0 0 ... 1 0 0]
317,CHEMBL2177856,Cc1cc(O)n2nc(SCc3ccc(Cl)c(Cl)c3)nc2n1,5.721246399047171,[1 0 0 ... 0 0 0]
318,CHEMBL135703,Cc1cc(O)n2nc(SCc3ccccc3)nc2n1,4.207608310501746,[1 0 0 ... 0 0 0]
319,CHEMBL2177855,Cc1cc(O)n2nc(SCc3ccccc3[N+](=O)[O-])nc2n1,4.0,[1 0 0 ... 0 0 0]
320,CHEMBL2177854,COc1ccc(CSc2nc3nc(C)cc(O)n3n2)cc1,4.6777807052660805,[1 0 0 ... 0 0 0]
321,CHEMBL2177853,Cc1cc(O)n2nc(SCc3ccc(Br)cc3)nc2n1,4.481486060122113,[1 0 0 ... 0 0 0]
322,CHEMBL2178514,Cc1ccc(CSc2nc3nc(C)cc(O)n3n2)cc1,4.585026652029182,[1 0 0 ... 0 0 0]
323,CHEMBL2178513,Cc1cc(O)n2nc(SCc3cccc(Cl)c3)nc2n1,5.251811972993799,[1 0 0 ... 0 0 0]
324,CHEMBL1599552,Cc1cc(O)n2nc(SCc3ccccc3Cl)nc2n1,4.552841968657781,[1 0 0 ... 0 0 0]
325,CHEMBL1704856,Cc1cc(O)n2nc(SCc3ccc(Cl)cc3)nc2n1,6.0,[1 0 0 ... 0 0 0]
326,CHEMBL973,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,3.720000004094201,[0 0 0 ... 0 0 0]
327,CHEMBL141195,N#C/C(C(=O)Nc1ccc(C#N)cc1)=C(/O)C1CC1,3.150000002689481,[0 0 0 ... 0 0 0]
328,CHEMBL141732,N#C/C(C(=O)Nc1ccc(C(F)(F)F)cc1)=C(/O)C1CC1,2.9699999980697678,[0 0 0 ... 0 0 0]
329,CHEMBL344556,N#C/C(C(=O)Nc1ccc([N+](=O)[O-])cc1)=C(/O)C1CC1,3.2699999970646445,[0 0 0 ... 0 0 0]
330,CHEMBL141040,Cc1ccc(NC(=O)/C(C#N)=C(\O)C2CC2)cc1,3.0599999999781,[0 0 0 ... 0 0 0]
331,CHEMBL199574,O=C(Nc1ccccc1C(=O)O)c1ccc2cc(Br)ccc2c1,3.850000013719576,[0 0 0 ... 0 0 0]
332,CHEMBL372561,CN(C(=O)c1ccc2cc(Br)ccc2c1)c1ccccc1C(=O)O,4.030000000370884,[0 0 0 ... 0 0 0]
333,CHEMBL370865,O=C(Nc1ccccc1C(=O)O)c1ccc(-c2ccccc2)cc1,3.8100000053031366,[0 0 0 ... 0 0 0]
334,CHEMBL199572,CN(C(=O)c1ccc(-c2ccccc2)cc1)c1ccccc1C(=O)O,4.370000019141632,[0 0 0 ... 0 0 0]
335,CHEMBL2234192,O=C(Nc1ccc(Cl)cc1)Nc1cccc2cccnc12,6.260000690598032,[0 0 0 ... 0 0 0]
336,CHEMBL2234191,COc1ccccc1NC(=O)Nc1cccc2ccccc12,6.599997654072044,[0 0 0 ... 0 0 0]
337,CHEMBL1331783,O=C(Nc1ccccc1C(F)(F)F)Nc1cccc2ccccc12,6.699991797446187,[0 0 0 ... 0 0 0]
338,CHEMBL2234190,Cc1cccc(NC(=O)c2cccc([N+](=O)[O-])c2C)c1,6.519993057042849,[0 0 0 ... 0 0 0]
339,CHEMBL2234189,Cc1c(C(=O)Nc2ccc(Cl)c(Cl)c2)cccc1[N+](=O)[O-],6.599997654072044,[0 0 0 ... 0 0 0]
340,CHEMBL2234188,Cc1c(C(=O)Nc2cccc3ccccc23)cccc1[N+](=O)[O-],7.0,[0 0 0 ... 0 0 0]
341,CHEMBL2234187,Cc1c(C(=O)Nc2ccc(F)c(F)c2)cccc1[N+](=O)[O-],6.819988880942282,[0 0 0 ... 0 0 0]
342,CHEMBL217893,Cc1c(C(=O)Nc2cc(Cl)cc(Cl)c2)cccc1[N+](=O)[O-],6.819988880942282,[0 0 0 ... 1 1 0]
343,CHEMBL2234186,Cc1c(C(=O)Nc2ccc(F)c(Cl)c2)cccc1[N+](=O)[O-],7.0,[0 0 0 ... 0 0 0]
344,CHEMBL2234185,Cc1c(C(=O)Nc2cccc(Br)c2)cccc1[N+](=O)[O-],7.0,[0 0 0 ... 0 0 0]
345,CHEMBL2234184,O=C(Nc1ccccc1F)c1ccc2ccccc2c1,6.599997654072044,[0 0 0 ... 0 0 0]
346,CHEMBL2234183,Cc1ccc(NC(=O)c2ccc3ccccc3c2)c(Cl)c1,6.819988880942282,[0 0 0 ... 0 0 0]
347,CHEMBL2234182,O=C(Nc1ccc(Cl)cc1Cl)c1ccc2ccccc2c1,7.0,[0 0 0 ... 1 0 0]
348,CHEMBL475813,Cc1cc(Nc2ccc3ccccc3c2)n2ncnc2n1,7.508638306165727,[0 0 0 ... 0 0 0]
349,CHEMBL2431502,CCOC(=O)C1=C(Nc2ccc(C(F)(F)F)cc2)OCC1=O,6.847711655616943,[1 1 0 ... 0 0 0]
350,CHEMBL2431501,CCOC(=O)C1=C(Nc2ccc(S(F)(F)(F)(F)F)cc2)OCC1=O,6.774690718274137,[1 1 0 ... 0 0 0]
351,CHEMBL2431500,CCOC(=O)C1=C(Nc2ccc3c(c2)CCC3)OCC1=O,7.187086643357144,[1 0 0 ... 0 0 0]
352,CHEMBL2431499,CCOC(=O)C1=C(Nc2ccc3c(c2)CCCC3)OCC1=O,7.744727494896693,[1 0 0 ... 0 0 0]
353,CHEMBL2431498,CCOC(=O)C1=C(Nc2cnc3ccccc3c2)OCC1=O,7.102372908709558,[0 0 0 ... 0 0 0]
354,CHEMBL2431497,CCOC(=O)C1=C(Nc2ccc(C)c(C)c2)OCC1=O,6.156144577376839,[1 0 0 ... 0 0 0]
355,CHEMBL2431496,CCOC(=O)C1=C(Nc2ccc3ccccc3c2)OCC1=O,8.221848749616356,[1 0 0 ... 0 0 0]
356,CHEMBL2431495,O=C1CSC(Nc2ccc3ccccc3c2)=C1C(=O)NCC1CC1,4.301029995663981,[1 1 0 ... 0 0 0]
357,CHEMBL2431494,O=C1CSC(Nc2ccc3ccccc3c2)=C1C(=O)NC1CC1,4.879097182385473,[1 0 0 ... 0 0 0]
358,CHEMBL2431493,CCCCNC(=O)C1=C(Nc2ccc3ccccc3c2)SCC1=O,4.301029995663981,[1 1 0 ... 0 0 0]
359,CHEMBL2431492,CCCNC(=O)C1=C(Nc2ccc3ccccc3c2)SCC1=O,4.301029995663981,[1 0 0 ... 0 0 0]
360,CHEMBL2431491,CCNC(=O)C1=C(Nc2ccc3ccccc3c2)SCC1=O,4.918616682537714,[1 0 0 ... 0 0 0]
361,CHEMBL2431490,CCCCOC(=O)C1=C(Nc2ccc3ccccc3c2)SCC1=O,4.448891716356374,[1 1 0 ... 0 0 0]
362,CHEMBL2431489,CCCOC(=O)C1=C(Nc2ccc3ccccc3c2)SCC1=O,6.021819483062586,[1 0 0 ... 0 0 0]
363,CHEMBL2431488,COC(=O)C1=C(Nc2ccc3ccccc3c2)SCC1=O,7.481486060122112,[1 0 0 ... 0 0 0]
364,CHEMBL2431487,Cc1ccc(NC2=C(C(=O)NCC3CC3)C(=O)CS2)cc1C,5.436281660034322,[1 1 0 ... 0 0 0]
365,CHEMBL2431486,Cc1ccc(NC2=C(C(=O)NC3CC3)C(=O)CS2)cc1C,4.718648418327263,[1 0 0 ... 0 0 0]
366,CHEMBL2431485,CCCCNC(=O)C1=C(Nc2ccc(C)c(C)c2)SCC1=O,5.241618058225325,[1 1 0 ... 0 0 0]
367,CHEMBL2431484,CCCNC(=O)C1=C(Nc2ccc(C)c(C)c2)SCC1=O,5.334137699796845,[1 0 0 ... 0 0 0]
368,CHEMBL2431483,CCNC(=O)C1=C(Nc2ccc(C)c(C)c2)SCC1=O,4.403952992454561,[1 0 0 ... 0 0 0]
369,CHEMBL2431482,Cc1ccc(NC2=C(C(N)=O)C(=O)CS2)cc1C,4.301029995663981,[1 0 0 ... 0 0 0]
370,CHEMBL2431481,Cc1ccc(NC2=C(C(=O)OCC3CC3)C(=O)CS2)cc1C,5.3810110796350665,[1 1 0 ... 0 0 0]
