CN(C(=O)c1ccc(-c2ccccc2)cc1)c1ccccc1C(=O)O CHEMBL199572
O=C(Nc1ccccc1C(=O)O)c1ccc2cc(Br)ccc2c1 CHEMBL199574
CN(C(=O)c1ccc2cc(Br)ccc2c1)c1ccccc1C(=O)O CHEMBL372561
O=C(Nc1ccccc1C(=O)O)c1ccc(-c2ccccc2)cc1 CHEMBL370865
CN(C(=O)c1ccc2ccccc2c1)c1ccccc1C(=O)O CHEMBL199575
O=C(Nc1ccccc1C(=O)O)c1ccc2ccccc2c1 CHEMBL200536
